20000.50   7.91500964
20001.00   7.93158411
20001.50   7.94861710
20002.00   7.96610886
20002.50   7.98395764
20003.00   8.00193263
20003.50   8.01989114
20004.00   8.03756527
20004.50   8.05483517
20005.00   8.07139056
20005.50   8.08701245
20006.00   8.10148698
20006.50   8.11468585
20007.00   8.12640804
20007.50   8.13654372
20008.00   8.14509886
20008.50   8.15208412
20009.00   8.15764679
20009.50   8.16196188
20010.00   8.16525477
20010.50   8.16793105
20011.00   8.17030610
20011.50   8.17270380
20012.00   8.17545180
20012.50   8.17881369
20013.00   8.18287723
20013.50   8.18769706
20014.00   8.19313822
20014.50   8.19900799
20015.00   8.20496355
20015.50   8.21055517
20016.00   8.21539366
20016.50   8.21904768
20017.00   8.22115941
20017.50   8.22133044
20018.00   8.21937026
20018.50   8.21515766
20019.00   8.20876786
20019.50   8.20048018
20020.00   8.19066320
20020.50   8.17992828
20021.00   8.16888603
20021.50   8.15817302
20022.00   8.14847770
20022.50   8.14026597
20023.00   8.13398508
20023.50   8.12994980
20024.00   8.12824968
20024.50   8.12894772
20025.00   8.13180136
20025.50   8.13644094
20026.00   8.14241168
20026.50   8.14927961
20027.00   8.15645871
20027.50   8.16348724
20028.00   8.16999101
20028.50   8.17558680
20029.00   8.18006050
20029.50   8.18332468
20030.00   8.18537509
20030.50   8.18635412
20031.00   8.18642154
20031.50   8.18580678
20032.00   8.18471644
20032.50   8.18333577
20033.00   8.18179757
20033.50   8.18015041
20034.00   8.17837597
20034.50   8.17639131
20035.00   8.17400439
20035.50   8.17107996
20036.00   8.16747908
20036.50   8.16306101
20037.00   8.15771647
20037.50   8.15146013
20038.00   8.14435120
20038.50   8.13643694
20039.00   8.12785190
20039.50   8.11867468
20040.00   8.10904315
20040.50   8.09906851
20041.00   8.08886533
20041.50   8.07862892
20042.00   8.06843688
20042.50   8.05840988
20043.00   8.04875243
20043.50   8.03962306
20044.00   8.03124836
20044.50   8.02384434
20045.00   8.01759483
20045.50   8.01268387
20046.00   8.00925483
20046.50   8.00742297
20047.00   8.00723988
20047.50   8.00867500
20048.00   8.01166223
20048.50   8.01599891
20049.00   8.02152183
20049.50   8.02789735
20050.00   8.03477337
20050.50   8.04176804
20051.00   8.04846925
20051.50   8.05450022
20052.00   8.05954593
20052.50   8.06332593
20053.00   8.06568675
20053.50   8.06645631
20054.00   8.06560923
20054.50   8.06326928
20055.00   8.05951560
20055.50   8.05463150
20056.00   8.04892609
20056.50   8.04276117
20057.00   8.03655330
20057.50   8.03059112
20058.00   8.02515919
20058.50   8.02045284
