20000.50   8.17384537
20001.00   8.17519746
20001.50   8.17671674
20002.00   8.17820945
20002.50   8.17955824
20003.00   8.18059786
20003.50   8.18119761
20004.00   8.18128926
20004.50   8.18076604
20005.00   8.17961528
20005.50   8.17786024
20006.00   8.17555237
20006.50   8.17284493
20007.00   8.16989846
20007.50   8.16691877
20008.00   8.16411556
20008.50   8.16169237
20009.00   8.15985129
20009.50   8.15875731
20010.00   8.15856603
20010.50   8.15934210
20011.00   8.16111875
20011.50   8.16387867
20012.00   8.16748440
20012.50   8.17168433
20013.00   8.17628867
20013.50   8.18101299
20014.00   8.18557236
20014.50   8.18973935
20015.00   8.19331361
20015.50   8.19627767
20016.00   8.19857990
20016.50   8.20024933
20017.00   8.20141459
20017.50   8.20216022
20018.00   8.20259737
20018.50   8.20276285
20019.00   8.20271002
20019.50   8.20254261
20020.00   8.20229463
20020.50   8.20198426
20021.00   8.20159977
20021.50   8.20107435
20022.00   8.20036848
20022.50   8.19948137
20023.00   8.19845839
20023.50   8.19737032
20024.00   8.19640050
20024.50   8.19575250
20025.00   8.19565348
20025.50   8.19638064
20026.00   8.19819835
20026.50   8.20135630
20027.00   8.20603488
20027.50   8.21236338
20028.00   8.22042091
20028.50   8.23027805
20029.00   8.24196442
20029.50   8.25546581
20030.00   8.27077413
20030.50   8.28793578
20031.00   8.30693786
20031.50   8.32770600
20032.00   8.35025525
20032.50   8.37440347
20033.00   8.39985060
20033.50   8.42617082
20034.00   8.45279145
20034.50   8.47894461
20035.00   8.50375431
20035.50   8.52632081
20036.00   8.54578636
20036.50   8.56143131
20037.00   8.57271261
20037.50   8.57930147
20038.00   8.58119337
20038.50   8.57867447
20039.00   8.57223578
20039.50   8.56273056
20040.00   8.55114549
20040.50   8.53865294
20041.00   8.52646476
20041.50   8.51573971
20042.00   8.50752227
20042.50   8.50264509
20043.00   8.50176833
20043.50   8.50519839
20044.00   8.51310201
20044.50   8.52538945
20045.00   8.54164231
20045.50   8.56123955
20046.00   8.58332587
20046.50   8.60684120
20047.00   8.63065914
20047.50   8.65356692
20048.00   8.67437045
20048.50   8.69203789
20049.00   8.70573981
20049.50   8.71483190
20050.00   8.71897324
20050.50   8.71809227
20051.00   8.71238230
20051.50   8.70229615
20052.00   8.68847922
20052.50   8.67163999
20053.00   8.65264052
20053.50   8.63230812
20054.00   8.61143837
20054.50   8.59061755
20055.00   8.57036929
20055.50   8.55111403
20056.00   8.53315647
20056.50   8.51670320
20057.00   8.50184980
20057.50   8.48857624
20058.00   8.47685076
20058.50   8.46657215
20059.00   8.45752216
20059.50   8.44939917
20060.00   8.44181422
20060.50   8.43437018
20061.00   8.42670460
20061.50   8.41842917
20062.00   8.40928667
20062.50   8.39913132
20063.00   8.38794601
20063.50   8.37586484
20064.00   8.36310868
20064.50   8.34995122
20065.00   8.33671925
20065.50   8.32368685
20066.00   8.31116164
20066.50   8.29937354
20067.00   8.28855981
20067.50   8.27892660
20068.00   8.27055575
20068.50   8.26351752
20069.00   8.25781803
20069.50   8.25346952
20070.00   8.25033723
20070.50   8.24830348
20071.00   8.24721213
20071.50   8.24696395
20072.00   8.24746061
20072.50   8.24860706
20073.00   8.25027740
20073.50   8.25232344
20074.00   8.25464322
20074.50   8.25715820
20075.00   8.25977804
20075.50   8.26247993
20076.00   8.26520355
20076.50   8.26797207
20077.00   8.27081271
20077.50   8.27390250
20078.00   8.27751370
20078.50   8.28182935
20079.00   8.28699850
20079.50   8.29315810
20080.00   8.30040411
20080.50   8.30877699
20081.00   8.31818343
20081.50   8.32845207
20082.00   8.33936844
20082.50   8.35065645
20083.00   8.36201109
20083.50   8.37320668
20084.00   8.38406257
20084.50   8.39452716
20085.00   8.40458821
20085.50   8.41424082
20086.00   8.42364984
20086.50   8.43287620
20087.00   8.44206690
20087.50   8.45124095
20088.00   8.46036432
20088.50   8.46930108
20089.00   8.47786252
20089.50   8.48578513
20090.00   8.49279149
20090.50   8.49861826
20091.00   8.50296420
20091.50   8.50547114
20092.00   8.50589571
20092.50   8.50401926
20093.00   8.49973912
20093.50   8.49301947
20094.00   8.48391230
20094.50   8.47258278
20095.00   8.45928203
20095.50   8.44426982
20096.00   8.42791624
20096.50   8.41057948
20097.00   8.39262874
20097.50   8.37448035
20098.00   8.35652070
20098.50   8.33911135
20099.00   8.32256814
20099.50   8.30719853
20100.00   8.29329869
20100.50   8.28111079
20101.00   8.27082665
20101.50   8.26261568
20102.00   8.25661167
20102.50   8.25294440
20103.00   8.25178974
20103.50   8.25328893
20104.00   8.25742358
20104.50   8.26417835
20105.00   8.27341169
20105.50   8.28494778
20106.00   8.29856524
20106.50   8.31392555
20107.00   8.33069137
20107.50   8.34852169
20108.00   8.36701019
20108.50   8.38573875
20109.00   8.40437734
20109.50   8.42255038
20110.00   8.44001216
20110.50   8.45644682
20111.00   8.47165995
20111.50   8.48550654
20112.00   8.49784991
20112.50   8.50863700
20113.00   8.51798000
20113.50   8.52594495
20114.00   8.53272680
20114.50   8.53851178
20115.00   8.54341326
20115.50   8.54767636
20116.00   8.55146503
20116.50   8.55496209
20117.00   8.55834199
20117.50   8.56178845
20118.00   8.56545066
20118.50   8.56931634
20119.00   8.57325057
20119.50   8.57715417
20120.00   8.58077562
20120.50   8.58392732
20121.00   8.58626587
20121.50   8.58754079
20122.00   8.58753168
20122.50   8.58605298
20123.00   8.58294967
20123.50   8.57828414
20124.00   8.57222918
20124.50   8.56499064
20125.00   8.55678570
20125.50   8.54785541
20126.00   8.53837934
20126.50   8.52847060
20127.00   8.51811355
20127.50   8.50722326
20128.00   8.49575332
20128.50   8.48359968
20129.00   8.47060763
20129.50   8.45666374
20130.00   8.44169033
20130.50   8.42566549
20131.00   8.40863136
20131.50   8.39067845
20132.00   8.37191433
20132.50   8.35251410
20133.00   8.33263387
20133.50   8.31248543
20134.00   8.29215498
20134.50   8.27181544
20135.00   8.25159660
20135.50   8.23168907
20136.00   8.21221687
20136.50   8.19340592
20137.00   8.17546705
20137.50   8.15860583
20138.00   8.14307078
20138.50   8.12909245
20139.00   8.11686886
20139.50   8.10655943
20140.00   8.09830232
20140.50   8.09216169
20141.00   8.08809706
20141.50   8.08605482
20142.00   8.08590134
20142.50   8.08748950
20143.00   8.09056844
20143.50   8.09479824
20144.00   8.09979525
20144.50   8.10520851
20145.00   8.11065204
20145.50   8.11579494
20146.00   8.12036618
20146.50   8.12410647
20147.00   8.12677251
20147.50   8.12823468
20148.00   8.12844909
20148.50   8.12748376
20149.00   8.12537196
20149.50   8.12229258
20150.00   8.11851362
20150.50   8.11429025
20151.00   8.10996569
20151.50   8.10584787
20152.00   8.10226322
20152.50   8.09958660
20153.00   8.09804351
20153.50   8.09794729
20154.00   8.09937849
20154.50   8.10236443
20155.00   8.10693445
20155.50   8.11294121
20156.00   8.12019244
20156.50   8.12846888
20157.00   8.13748373
20157.50   8.14698048
20158.00   8.15668593
20158.50   8.16639194
20159.00   8.17588020
20159.50   8.18492953
20160.00   8.19345997
20160.50   8.20143630
20161.00   8.20885568
20161.50   8.21576866
20162.00   8.22228996
20162.50   8.22861381
20163.00   8.23491777
20163.50   8.24133994
20164.00   8.24809928
