#Turbine    Time(s)    dt(s)    rotor rotation rate(rpm)
0 20000 0.04 7.5
1 20000 0.04 7.5
2 20000 0.04 7.5

0 20000.04 0.04 7.5122605
1 20000.04 0.04 7.513467
2 20000.04 0.04 7.5131858

0 20000.08 0.04 7.5186392
1 20000.08 0.04 7.5209217
2 20000.08 0.04 7.520458

0 20000.12 0.04 7.5205634
1 20000.12 0.04 7.5237232
2 20000.12 0.04 7.5232618

0 20000.16 0.04 7.5202724
1 20000.16 0.04 7.5241608
2 20000.16 0.04 7.5238241

0 20000.2 0.04 7.5195272
1 20000.2 0.04 7.5240099
2 20000.2 0.04 7.5238925

0 20000.24 0.04 7.51926
1 20000.24 0.04 7.5242219
2 20000.24 0.04 7.5244185

0 20000.28 0.04 7.5197482
1 20000.28 0.04 7.5251098
2 20000.28 0.04 7.5257119

0 20000.32 0.04 7.5209492
1 20000.32 0.04 7.5266591
2 20000.32 0.04 7.5277425

0 20000.36 0.04 7.5227577
1 20000.36 0.04 7.5287594
2 20000.36 0.04 7.5303694

0 20000.4 0.04 7.5251003
1 20000.4 0.04 7.5313043
2 20000.4 0.04 7.5334547

0 20000.44 0.04 7.5279322
1 20000.44 0.04 7.5342217
2 20000.44 0.04 7.5368794

0 20000.48 0.04 7.5312041
1 20000.48 0.04 7.5374628
2 20000.48 0.04 7.5405545

0 20000.52 0.04 7.5348449
1 20000.52 0.04 7.5409923
2 20000.52 0.04 7.5444157

0 20000.56 0.04 7.5387786
1 20000.56 0.04 7.5447827
2 20000.56 0.04 7.5484345

0 20000.6 0.04 7.54294
1 20000.6 0.04 7.5488169
2 20000.6 0.04 7.5526165

0 20000.64 0.04 7.5472735
1 20000.64 0.04 7.5530805
2 20000.64 0.04 7.5569871

0 20000.68 0.04 7.5517267
1 20000.68 0.04 7.5575644
2 20000.68 0.04 7.5615843

0 20000.72 0.04 7.5562472
1 20000.72 0.04 7.5622579
2 20000.72 0.04 7.5664564

0 20000.76 0.04 7.5607959
1 20000.76 0.04 7.56714
2 20000.76 0.04 7.5716492

0 20000.8 0.04 7.5653587
1 20000.8 0.04 7.5721754
2 20000.8 0.04 7.577181

0 20000.84 0.04 7.5699652
1 20000.84 0.04 7.5773181
2 20000.84 0.04 7.5830257

0 20000.88 0.04 7.5746825
1 20000.88 0.04 7.5825189
2 20000.88 0.04 7.5891135

0 20000.92 0.04 7.5795977
1 20000.92 0.04 7.5877315
2 20000.92 0.04 7.5953547

0 20000.96 0.04 7.5847613
1 20000.96 0.04 7.5929235
2 20000.96 0.04 7.6016764

0 20001 0.04 7.5901735
1 20001 0.04 7.5980824
2 20001 0.04 7.6080457

0 20001.04 0.04 7.595788
1 20001.04 0.04 7.6032214
2 20001.04 0.04 7.6144543

0 20001.08 0.04 7.6015375
1 20001.08 0.04 7.6083625
2 20001.08 0.04 7.6208995

0 20001.12 0.04 7.607349
1 20001.12 0.04 7.6135234
2 20001.12 0.04 7.6273803

0 20001.16 0.04 7.6131565
1 20001.16 0.04 7.6186997
2 20001.16 0.04 7.6339042

0 20001.2 0.04 7.6189254
1 20001.2 0.04 7.6238731
2 20001.2 0.04 7.6404939

0 20001.24 0.04 7.6246363
1 20001.24 0.04 7.629022
2 20001.24 0.04 7.6471683

0 20001.28 0.04 7.6302666
1 20001.28 0.04 7.63414
2 20001.28 0.04 7.6539385

0 20001.32 0.04 7.6357921
1 20001.32 0.04 7.6392233
2 20001.32 0.04 7.6608166

0 20001.36 0.04 7.6412136
1 20001.36 0.04 7.6442707
2 20001.36 0.04 7.667815

0 20001.4 0.04 7.646566
1 20001.4 0.04 7.6492854
2 20001.4 0.04 7.6749383

0 20001.44 0.04 7.6518933
1 20001.44 0.04 7.6542883
2 20001.44 0.04 7.6821615

0 20001.48 0.04 7.657242
1 20001.48 0.04 7.6593254
2 20001.48 0.04 7.6894232

0 20001.52 0.04 7.6626512
1 20001.52 0.04 7.6644463
2 20001.52 0.04 7.6966402

0 20001.56 0.04 7.6681494
1 20001.56 0.04 7.6696814
2 20001.56 0.04 7.7037479

0 20001.6 0.04 7.6737635
1 20001.6 0.04 7.6750423
2 20001.6 0.04 7.710746

0 20001.64 0.04 7.6795225
1 20001.64 0.04 7.6805296
2 20001.64 0.04 7.7176893

0 20001.68 0.04 7.685459
1 20001.68 0.04 7.6861353
2 20001.68 0.04 7.7246365

0 20001.72 0.04 7.6915888
1 20001.72 0.04 7.6918484
2 20001.72 0.04 7.7316078

0 20001.76 0.04 7.697897
1 20001.76 0.04 7.6976643
2 20001.76 0.04 7.7386069

0 20001.8 0.04 7.7043441
1 20001.8 0.04 7.7035849
2 20001.8 0.04 7.7456494

0 20001.84 0.04 7.7108959
1 20001.84 0.04 7.709608
2 20001.84 0.04 7.7527671

0 20001.88 0.04 7.7175452
1 20001.88 0.04 7.715717
2 20001.88 0.04 7.759997

0 20001.92 0.04 7.7242791
1 20001.92 0.04 7.7218792
2 20001.92 0.04 7.767344

0 20001.96 0.04 7.7310777
1 20001.96 0.04 7.7280498
2 20001.96 0.04 7.7747682

0 20002 0.04 7.7379171
1 20002 0.04 7.7341765
2 20002 0.04 7.7822117

0 20002.04 0.04 7.7447685
1 20002.04 0.04 7.7402285
2 20002.04 0.04 7.7896299

0 20002.08 0.04 7.7515794
1 20002.08 0.04 7.7462205
2 20002.08 0.04 7.7970173

0 20002.12 0.04 7.7582753
1 20002.12 0.04 7.7522015
2 20002.12 0.04 7.8043969

0 20002.16 0.04 7.7647768
1 20002.16 0.04 7.7582153
2 20002.16 0.04 7.8118023

0 20002.2 0.04 7.7710291
1 20002.2 0.04 7.7642706
2 20002.2 0.04 7.8192617

0 20002.24 0.04 7.7770222
1 20002.24 0.04 7.7703619
2 20002.24 0.04 7.8267822

0 20002.28 0.04 7.7827712
1 20002.28 0.04 7.7764857
2 20002.28 0.04 7.8343153

0 20002.32 0.04 7.7882739
1 20002.32 0.04 7.7826386
2 20002.32 0.04 7.8417578

0 20002.36 0.04 7.7935097
1 20002.36 0.04 7.7887822
2 20002.36 0.04 7.8489635

0 20002.4 0.04 7.7984537
1 20002.4 0.04 7.7948284
2 20002.4 0.04 7.855787

0 20002.44 0.04 7.8030627
1 20002.44 0.04 7.8006607
2 20002.44 0.04 7.8621202

0 20002.48 0.04 7.8072677
1 20002.48 0.04 7.8061605
2 20002.48 0.04 7.86789

0 20002.52 0.04 7.8109834
1 20002.52 0.04 7.8112124
2 20002.52 0.04 7.8730439

0 20002.56 0.04 7.8141367
1 20002.56 0.04 7.8157048
2 20002.56 0.04 7.8775382

0 20002.6 0.04 7.8166887
1 20002.6 0.04 7.8195673
2 20002.6 0.04 7.8813468

0 20002.64 0.04 7.818646
1 20002.64 0.04 7.8228094
2 20002.64 0.04 7.8844735

0 20002.68 0.04 7.820063
1 20002.68 0.04 7.8255089
2 20002.68 0.04 7.8869715

0 20002.72 0.04 7.8210385
1 20002.72 0.04 7.8277658
2 20002.72 0.04 7.8889516

0 20002.76 0.04 7.8216982
1 20002.76 0.04 7.8296632
2 20002.76 0.04 7.8905507

0 20002.8 0.04 7.8221566
1 20002.8 0.04 7.8312546
2 20002.8 0.04 7.891893

0 20002.84 0.04 7.8224879
1 20002.84 0.04 7.8325724
2 20002.84 0.04 7.8930684

0 20002.88 0.04 7.8227189
1 20002.88 0.04 7.8336539
2 20002.88 0.04 7.894134

0 20002.92 0.04 7.8228484
1 20002.92 0.04 7.8345479
2 20002.92 0.04 7.8951215

0 20002.96 0.04 7.8228954
1 20002.96 0.04 7.8353029
2 20002.96 0.04 7.89603

0 20003 0.04 7.8229172
1 20003 0.04 7.8359422
2 20003 0.04 7.8968263

0 20003.04 0.04 7.8229858
1 20003.04 0.04 7.8364811
2 20003.04 0.04 7.8974731

0 20003.08 0.04 7.8231377
1 20003.08 0.04 7.8369333
2 20003.08 0.04 7.8979653

0 20003.12 0.04 7.8233624
1 20003.12 0.04 7.8373173
2 20003.12 0.04 7.8983393

0 20003.16 0.04 7.8236333
1 20003.16 0.04 7.8376543
2 20003.16 0.04 7.8986578

0 20003.2 0.04 7.8239368
1 20003.2 0.04 7.8379614
2 20003.2 0.04 7.8989854

0 20003.24 0.04 7.824269
1 20003.24 0.04 7.8382495
2 20003.24 0.04 7.8993732

0 20003.28 0.04 7.8246287
1 20003.28 0.04 7.8385244
2 20003.28 0.04 7.8998752

0 20003.32 0.04 7.8250114
1 20003.32 0.04 7.8387922
2 20003.32 0.04 7.90054

0 20003.36 0.04 7.8254058
1 20003.36 0.04 7.8390557
2 20003.36 0.04 7.9013909

0 20003.4 0.04 7.8257878
1 20003.4 0.04 7.8393135
2 20003.4 0.04 7.9024067

0 20003.44 0.04 7.8261469
1 20003.44 0.04 7.839559
2 20003.44 0.04 7.9035221

0 20003.48 0.04 7.8265036
1 20003.48 0.04 7.8397912
2 20003.48 0.04 7.9046559

0 20003.52 0.04 7.8268827
1 20003.52 0.04 7.8399999
2 20003.52 0.04 7.9057384

0 20003.56 0.04 7.8272805
1 20003.56 0.04 7.8401743
2 20003.56 0.04 7.9067226

0 20003.6 0.04 7.8276753
1 20003.6 0.04 7.8403135
2 20003.6 0.04 7.9075939

0 20003.64 0.04 7.8280354
1 20003.64 0.04 7.8404324
2 20003.64 0.04 7.908364

0 20003.68 0.04 7.8283312
1 20003.68 0.04 7.8405518
2 20003.68 0.04 7.9090561

0 20003.72 0.04 7.8285536
1 20003.72 0.04 7.8406696
2 20003.72 0.04 7.9096873

0 20003.76 0.04 7.8287203
1 20003.76 0.04 7.8407504
2 20003.76 0.04 7.9102792

0 20003.8 0.04 7.8288629
1 20003.8 0.04 7.8407523
2 20003.8 0.04 7.9108639

0 20003.84 0.04 7.8289941
1 20003.84 0.04 7.8406568
2 20003.84 0.04 7.9114896

0 20003.88 0.04 7.8290953
1 20003.88 0.04 7.8404719
2 20003.88 0.04 7.9121939

0 20003.92 0.04 7.829143
1 20003.92 0.04 7.8402074
2 20003.92 0.04 7.9129815

0 20003.96 0.04 7.8291445
1 20003.96 0.04 7.8398693
2 20003.96 0.04 7.9138251

0 20004 0.04 7.8291239
1 20004 0.04 7.839475
2 20004 0.04 7.9146736

0 20004.04 0.04 7.829105
1 20004.04 0.04 7.8390641
2 20004.04 0.04 7.9154639

0 20004.08 0.04 7.8290997
1 20004.08 0.04 7.8386936
2 20004.08 0.04 7.9161333

0 20004.12 0.04 7.8291182
1 20004.12 0.04 7.8384297
2 20004.12 0.04 7.9166553

0 20004.16 0.04 7.8291793
1 20004.16 0.04 7.8383202
2 20004.16 0.04 7.917062

0 20004.2 0.04 7.8293277
1 20004.2 0.04 7.838374
2 20004.2 0.04 7.9174227

0 20004.24 0.04 7.8296276
1 20004.24 0.04 7.8385667
2 20004.24 0.04 7.9178065

0 20004.28 0.04 7.8301355
1 20004.28 0.04 7.8388654
2 20004.28 0.04 7.918248

0 20004.32 0.04 7.8308744
1 20004.32 0.04 7.8392509
2 20004.32 0.04 7.9187515

0 20004.36 0.04 7.8318303
1 20004.36 0.04 7.8397182
2 20004.36 0.04 7.9193101

0 20004.4 0.04 7.8329656
1 20004.4 0.04 7.8402504
2 20004.4 0.04 7.9199256

0 20004.44 0.04 7.8342266
1 20004.44 0.04 7.840807
2 20004.44 0.04 7.920598

0 20004.48 0.04 7.8355245
1 20004.48 0.04 7.8413349
2 20004.48 0.04 7.9213156

0 20004.52 0.04 7.8367609
1 20004.52 0.04 7.8417733
2 20004.52 0.04 7.9220345

0 20004.56 0.04 7.8378479
1 20004.56 0.04 7.8420483
2 20004.56 0.04 7.9226967

0 20004.6 0.04 7.8387251
1 20004.6 0.04 7.8421037
2 20004.6 0.04 7.9232552

0 20004.64 0.04 7.8393631
1 20004.64 0.04 7.8419397
2 20004.64 0.04 7.9237093

0 20004.68 0.04 7.8397594
